,colsample_bytree,max_bin,min_child_samples,num_leaves,score,subsample
0,0.6072279229045062,1273.0,26.0,62.0,0.25333462364696996,0.5174907462116487
1,0.6387215994611269,1864.0,123.0,188.0,0.2490426795667287,0.786422640951862
2,0.8807913204003472,1019.0,104.0,195.0,0.2491445535211653,0.5609552524065105
3,0.8160669366386087,1795.0,80.0,63.0,0.2556431823019687,0.7758994324936839
4,0.8633386103222682,1681.0,107.0,185.0,0.2498860725065894,0.8422642463716774
5,0.8228947590596265,1999.0,87.0,65.0,0.25559381238557555,0.7722644347585936
6,0.6244148687232257,1940.0,17.0,50.0,0.25463708849645783,0.5486923764154712
7,0.7964780704302663,1904.0,4.0,17.0,0.2564421130560324,0.721929989505905
8,0.807779425557439,1922.0,161.0,14.0,0.25666175666254937,0.6084449833213855
9,0.9961754603055869,1971.0,112.0,23.0,0.25725037830326436,0.5873672490121269
10,0.682247530218321,1986.0,1.0,42.0,0.2536537367743432,0.9500849386345785
11,0.8555683944497838,1964.0,164.0,14.0,0.25651215063600225,0.9366440938153049
12,0.693540171422866,1968.0,29.0,16.0,0.2550774177917009,0.828140070690448
13,0.7223401892903807,1024.0,79.0,20.0,0.2562316023789455,0.9074711480705712
14,0.9848988370683841,1377.0,164.0,11.0,0.25663519869622675,0.938879428852772
15,0.800845568258167,1569.0,199.0,27.0,0.25647571610231673,0.6636334885728923
16,0.743540582405022,1515.0,185.0,12.0,0.2550737713471134,0.4317072774435672
17,0.8818007746557089,1980.0,186.0,38.0,0.25610943774031736,0.6994743001860266
18,0.6567922831948315,1090.0,182.0,10.0,0.2525473643252389,0.45714745513160604
19,0.8882726110640482,1900.0,13.0,10.0,0.25612732467765326,0.5785113234530191
20,0.9550861133293205,1479.0,168.0,50.0,0.2559646645190125,0.9615450963961404
21,0.752985757489424,1465.0,180.0,101.0,0.2531500705060596,0.905101085486996
22,0.7613107028650321,1407.0,1.0,83.0,0.25181707146725923,0.4809475004893645
23,0.9970010606869707,1414.0,51.0,20.0,0.25729440723496266,0.8927578170115156
24,0.9786287048793729,1060.0,163.0,153.0,0.2510593925129743,0.800479469989466
25,0.9916442316165132,1999.0,86.0,68.0,0.25419940376138406,0.414363681431595
26,0.7560091453127643,1991.0,193.0,130.0,0.25207981900374427,0.8469856666331401
27,0.6749019973193252,1036.0,20.0,24.0,0.255323060955877,0.7503754058164704
28,0.6507929767364257,1854.0,32.0,18.0,0.2547531403752218,0.974751706388979
29,0.865531884800883,1721.0,4.0,182.0,0.2515675291705684,0.7364917353815181
30,0.9828915574587209,1058.0,158.0,13.0,0.2568712473494295,0.6960882762678118
31,0.7574532430439941,1012.0,157.0,60.0,0.25362906371724236,0.47224682451520167
32,0.6399674130144767,1953.0,99.0,14.0,0.2547427008643347,0.6173153134357147
33,0.9879039377609253,1112.0,13.0,19.0,0.2571723690533725,0.532882721664898
34,0.8258501567779417,1074.0,123.0,30.0,0.25677541708207163,0.7621592256721323
35,0.6465016910909138,1095.0,22.0,18.0,0.25523487677046264,0.7220158234190512
36,0.9479785551033526,1114.0,4.0,20.0,0.25745355664614034,0.417125690980936
37,0.6956608662245922,1021.0,135.0,11.0,0.25358058488198515,0.9244458488216467
38,0.7142968593303083,1002.0,7.0,24.0,0.2565875251706614,0.8440218059823232
39,0.9397456194521061,1021.0,147.0,35.0,0.25592684692868267,0.47843534133934174
40,0.9903915951036083,1371.0,54.0,177.0,0.2505073311923126,0.8712498283894521
41,0.7419065924395303,1237.0,108.0,88.0,0.2527146657348303,0.4946151029135591
42,0.7319599148323186,1533.0,149.0,78.0,0.2538414102126559,0.5787121572993704
43,0.716580115010657,1999.0,53.0,153.0,0.25137639462680145,0.7576193159073406
44,0.7288963744286168,1296.0,15.0,62.0,0.2541890859841388,0.48463251116609424
45,0.6470526071662871,1017.0,154.0,72.0,0.25249459330160373,0.4881320896660994
46,0.6921611421339686,1869.0,171.0,10.0,0.2531187070532864,0.7425584829877998
47,0.754209476445726,1966.0,6.0,23.0,0.2566529256174729,0.73025532901925
48,0.7453842853977022,1593.0,171.0,76.0,0.25385797393391496,0.5588369939137874
49,0.6491105888136146,1920.0,100.0,11.0,0.2539016005884548,0.7119141640228462
50,0.912251576804257,1076.0,36.0,24.0,0.25729711012483153,0.6246878055785503
51,0.7423041611616882,1044.0,125.0,30.0,0.2561990993551141,0.6482044025070035
52,0.8467600756309324,1224.0,8.0,36.0,0.2565400229779091,0.9202005006386428
53,0.7341707885723575,1133.0,14.0,51.0,0.25517036720169495,0.94331212216483
54,0.9378304272495527,1023.0,182.0,26.0,0.25698228395694944,0.9727842018941651
55,0.8612699923162167,1390.0,12.0,11.0,0.2565846272013633,0.5217227509275212
56,0.7578784883563847,1047.0,176.0,20.0,0.2554147574383391,0.45648128468540894
57,0.7008004232551343,1005.0,12.0,167.0,0.24889155568270546,0.43599328281198124
58,0.7336011129733547,1890.0,43.0,18.0,0.25641305457368907,0.5214951252903934
59,0.7633587380614913,1037.0,22.0,32.0,0.25589616518127256,0.9394984876821982
