idx,ou,raw_lightgbc_prediction,raw_lightgbc_confidence,raw_knn_prediction,raw_knn_confidence,raw_log_prediction,raw_log_confidence,+pts_linsvc_prediction,+pts_linsvc_confidence,+pts_lightgbc_prediction,+pts_lightgbc_confidence,+pts_log_prediction,+pts_log_confidence
2017-11-24Ark_Pine_Bl,1,0,0.5261617899924254,0,0.5227272727272727,0,0.5265249995512905,1,0.5,1,0.5179082093400753,1,0.5878140997306353
2017-11-24Arkansas,0,0,0.5332602292253361,1,0.5681818181818182,0,0.5130822362015379,0,0.5063693366590675,0,0.5194829020463263,0,0.8926066782009868
2017-11-24Arkansas_St,0,1,0.5038121988134705,1,0.6022727272727273,0,0.5215053015117983,0,0.5068478729158544,1,0.5012227297120642,1,0.8707337329392019
2017-11-24Auburn,1,0,0.570660465166685,1,0.5227272727272727,0,0.5128327244104578,0,0.506780195306536,1,0.5127787891366314,0,0.7045793036772479
2017-11-25Akron,0,1,0.5006043556041152,0,0.5113636363636364,0,0.5156207921759375,1,0.5,0,0.506904401386167,1,0.6119084396990712
2017-11-25Alab_A&M,1,0,0.5158511030297352,0,0.5113636363636364,0,0.5119533853802104,0,0.5057838870923104,1,0.5025620813978663,1,0.7929370704827392
2017-11-25Alabama,1,1,0.5005391873515752,1,0.6022727272727273,0,0.5263867163343878,0,0.5053390684469173,1,0.5281466853733499,1,0.6029790897815827
2017-11-25App_State,0,0,0.5250212090824848,0,0.5454545454545454,0,0.5265202603864269,0,0.5058037556406492,0,0.5098234895602228,0,0.8769754194228375
2017-11-25Ark_Pine_Bl,0,0,0.5266711313296908,1,0.5454545454545454,0,0.5256245293211292,0,0.5062705548729429,0,0.5000562344190747,1,0.7174138582715206
2017-11-25Ball_State,1,0,0.5075117523205914,0,0.5227272727272727,0,0.5322836294523425,1,0.5,1,0.5445985136714059,0,0.6826921804219936
2017-11-25Boise_State,0,0,0.5266953333224742,1,0.5681818181818182,1,0.5000378606000491,0,0.5064214086731997,0,0.5215984232945465,0,0.6023175169135941
2017-11-25Boston_Col,1,0,0.5177454931741483,1,0.5113636363636364,0,0.5260163833744069,1,0.5,1,0.5089299726938064,1,0.6385531143712796
2017-11-25Bradley,0,1,0.5108012663990747,1,0.5568181818181818,0,0.5196623456256555,0,0.5055632049763982,1,0.5071216400348669,1,0.6906338582094838
2017-11-26Air_Force,1,1,0.5169833205269535,1,0.5454545454545454,0,0.5319787473827644,1,0.5,1,0.5120496130521718,1,0.5374323494546556
2017-11-26Arkansas,1,1,0.5010138714280079,1,0.5909090909090909,0,0.5237869682898153,0,0.5060372118615687,0,0.5006962218448157,1,0.8708376412596832
2017-11-26Austin_Peay,1,0,0.5199345483749135,1,0.5568181818181818,0,0.5231849561295119,1,0.5,1,0.5396423706533099,0,0.762743812967112
2017-11-28Akron,1,0,0.5432076685091176,0,0.5340909090909091,0,0.5086688561556496,0,0.5075050637740325,0,0.5214753089600186,1,0.5448111112099303
2017-11-28App_State,0,0,0.5030194364139569,1,0.5681818181818182,0,0.5307424679772437,1,0.5,1,0.5204587439763556,0,0.5083762675707724
2017-11-28Baylor,0,0,0.510232868052334,1,0.6136363636363636,0,0.5250975422680975,1,0.5,0,0.5022467389440636,1,0.8410226308265989
2017-11-28Boise_State,1,0,0.524621086891838,1,0.5795454545454546,0,0.5123904850397916,0,0.5056831920753565,1,0.5054785053111416,0,0.7337296523189989
2017-11-28Brown,0,0,0.5063717667764784,1,0.6363636363636364,0,0.5353737945242457,1,0.5,1,0.508812105302583,1,0.7046914636964241
2017-11-29Air_Force,0,0,0.5043616899641665,0,0.5681818181818182,0,0.525438434721678,1,0.5,1,0.5295028165548752,0,0.6334472279437249
2017-11-29Alabama,1,0,0.5377047428506617,1,0.5,0,0.512438906795246,0,0.5077645465538726,0,0.5250791476729291,0,0.5564049456016613
2017-11-29Arizona,0,0,0.5270992435666004,0,0.5227272727272727,1,0.5031140067138071,0,0.505246530240273,1,0.5033239194840486,0,0.6885089846632533
2017-11-29Arkansas_St,1,0,0.5033264742840097,0,0.5113636363636364,0,0.5223199545887757,1,0.5,1,0.5320418301493459,1,0.7291267366786292
2017-11-29Auburn,0,0,0.5088383862557571,1,0.5795454545454546,0,0.5094502840871582,1,0.5,1,0.5254494412493316,1,0.5281488962693284
2017-11-29Austin_Peay,0,0,0.5015081771049921,1,0.625,0,0.5180132885952029,0,0.5054527115454682,1,0.5212881685632588,1,0.5488745876590319
2017-11-29Belmont,1,0,0.5141430213826561,1,0.5340909090909091,0,0.500070925268476,1,0.5,1,0.5015214766301475,1,0.519884272743941
2017-11-29Boston_Col,0,0,0.5085600290404959,1,0.5795454545454546,0,0.5205488053536997,0,0.5060156580999454,1,0.5117113525383764,1,0.7527436258279875
2017-11-29Bowling_Grn,1,0,0.536732495502324,1,0.5568181818181818,0,0.5176792646721473,1,0.5,1,0.5354997706081858,0,0.7456925488644179
2017-11-29Buffalo,1,0,0.5025871743843149,0,0.5340909090909091,0,0.5041819581226352,1,0.5,1,0.5040560790053604,1,0.561155344615598
2017-12-01Boise_State,0,1,0.5004586521198605,1,0.625,0,0.5264951285488668,1,0.5,0,0.5039067543186708,1,0.5636344273703914
2017-12-01Bradley,0,1,0.5044488514747307,1,0.5681818181818182,0,0.5140328965999257,0,0.5057120671215921,1,0.5081166683196597,1,0.6709623336312646
2017-12-02AR_Lit_Rock,1,0,0.5068680954246059,0,0.5568181818181818,0,0.5098424739962779,1,0.5,0,0.5187720127046882,1,0.7183939938540786
2017-12-02Air_Force,0,1,0.5008556407088282,1,0.5568181818181818,0,0.5278905062097863,1,0.5,0,0.5021695551884735,1,0.6943739195324924
2017-12-02Akron,0,1,0.5100197269830288,1,0.5681818181818182,0,0.5021120433447255,0,0.5051732635747652,1,0.5201950145575288,1,0.5932013866224368
2017-12-02App_State,1,0,0.5242193511550887,1,0.5795454545454546,0,0.5202873896848214,0,0.5050241587562575,0,0.5138463023801143,0,0.641194112795349
2017-12-02Arizona,1,1,0.5042564278662313,1,0.5795454545454546,0,0.5035706853008033,0,0.5060640985995642,1,0.5053379547186213,1,0.8030644768059966
2017-12-02Arizona_St,0,0,0.5358902147716003,0,0.5227272727272727,1,0.5118798752358893,1,0.5,0,0.5063166081871968,0,0.8255322498577279
2017-12-02Arkansas,0,0,0.5071670152396845,1,0.5681818181818182,0,0.5057772922816692,0,0.5052578828308372,1,0.5095964212620112,1,0.69455750693441
2017-12-02Ball_State,0,0,0.5378889001693133,1,0.5,1,0.5128069248423746,1,0.5,1,0.5260777621467165,0,0.6849456253247649
2017-12-02Baylor,0,0,0.5300512648087615,0,0.5340909090909091,0,0.5345727477617068,0,0.5076918363476965,0,0.533261273860435,1,0.5675880149086636
2017-12-02Belmont,1,0,0.5354649592301393,1,0.5909090909090909,1,0.5125535532565264,0,0.507304486529755,0,0.5035253023129889,0,0.7677752570827989
2017-12-02Buffalo,0,0,0.5144149020024439,1,0.5454545454545454,0,0.5221562605821408,0,0.5068819348399922,0,0.5048484644004251,1,0.5554878424783626
2017-12-03Alabama,0,0,0.5361829588326783,1,0.5,0,0.527129988423882,0,0.5066221430588265,0,0.5137066602927567,0,0.6516609457072897
2017-12-03Auburn,0,0,0.5211161485530136,1,0.6022727272727273,1,0.5028687973389367,0,0.5053462138458619,1,0.5307653890931104,0,0.7746652237937156
2017-12-03Boise_State,0,0,0.5267022707472708,1,0.5113636363636364,1,0.5037288170660529,0,0.5088453560215312,0,0.5192083141990306,1,0.6517137435289655
2017-12-03Bradley,0,0,0.5189656630902009,1,0.6022727272727273,0,0.536810820340589,0,0.5057662256667522,1,0.514739225201675,1,0.7287334398919056
2017-12-04App_State,0,1,0.5020589755513798,1,0.6022727272727273,0,0.507709804343186,0,0.5065642039049063,0,0.5013746982735126,1,0.7836687633651406
2017-12-05Arizona,0,0,0.5478415264128567,0,0.5113636363636364,0,0.5138730375754279,0,0.5080888227070214,0,0.5077980836692104,0,0.5123661168863305
2017-12-05Arkansas,1,0,0.5294739335272501,1,0.5568181818181818,1,0.5002378689233207,0,0.5056124345210834,0,0.5126554140524662,0,0.8020597131440212
2017-12-05Arkansas_St,1,0,0.5399875664653135,1,0.5340909090909091,0,0.515356752843172,1,0.5,0,0.5008449713942165,0,0.716515206276382
2017-12-05Ball_State,1,0,0.5040166163804888,1,0.5909090909090909,0,0.5161470167633838,0,0.5056235879015821,1,0.5198347668027365,1,0.5083951303067679
2017-12-05Bowling_Grn,1,0,0.5294777125283368,1,0.6704545454545454,0,0.528999813158979,1,0.5,1,0.5102323595068641,0,0.7445075593290376
2017-12-06Akron,1,0,0.5343439553649065,0,0.5340909090909091,0,0.5126120974146553,0,0.5052096467433468,1,0.5102410720723044,0,0.7641655550003333
2017-12-06Alabama,0,0,0.5348409397821328,0,0.5113636363636364,0,0.5239351009621626,0,0.5061847226171873,0,0.505170908704282,0,0.6473885839723421
2017-12-06Austin_Peay,0,0,0.5109843106611291,1,0.6363636363636364,0,0.5199157801122013,1,0.5,1,0.5290134884230324,0,0.6911741724283673
2017-12-06Brown,1,0,0.5159855700535042,1,0.5568181818181818,0,0.5373466000271336,1,0.5,1,0.5073825736836234,1,0.7628515419125482
2017-12-06Buffalo,0,0,0.5067424014451573,1,0.5454545454545454,0,0.5031515486516092,0,0.5061519494094194,1,0.5060356264475129,1,0.7415092703333783
2017-12-08Air_Force,0,0,0.5041122449000675,1,0.5454545454545454,0,0.5280966143001176,1,0.5,1,0.5086502402277562,1,0.7251623715768629
2017-12-08Arizona_St,0,0,0.5207230205132917,1,0.5681818181818182,1,0.5137865015498527,1,0.5,0,0.503378930076833,0,0.8123465965500474
2017-12-09Akron,1,0,0.5376906529093868,0,0.5795454545454546,0,0.5142280942946734,0,0.5063003597811269,1,0.502842668655537,0,0.7960263384032692
2017-12-09Alabama,1,1,0.5069940371894094,1,0.5454545454545454,0,0.5221212557326986,1,0.5,1,0.5242856542825279,1,0.5257227097915121
2017-12-09App_State,1,0,0.5090252635407738,1,0.5681818181818182,0,0.5116622018289763,1,0.5,1,0.5096305319399372,1,0.6372498970431257
2017-12-09Arizona,1,0,0.5322979305095129,0,0.5454545454545454,0,0.5120124121642982,0,0.5059875784732292,1,0.508735661026218,0,0.6006669815744741
2017-12-09Arkansas,1,0,0.5373729627508976,0,0.5113636363636364,0,0.5070812696003982,0,0.5060280138176787,0,0.5156800862699513,0,0.8317853197526996
2017-12-09Auburn,1,0,0.531438392317634,1,0.6136363636363636,1,0.5124446067345183,0,0.5052655469046367,0,0.5044942258631475,0,0.7007001986873824
2017-12-09Ball_State,0,0,0.5256864079988625,1,0.5568181818181818,0,0.5138905861839308,1,0.5,0,0.5133521412520407,0,0.7184636529534367
2017-12-09Boise_State,0,0,0.5408434001788449,1,0.5113636363636364,1,0.5051902830780046,0,0.505562734249338,0,0.5120097897659402,1,0.5568893783328164
2017-12-09Boston_Col,1,0,0.5152815274281964,1,0.5454545454545454,0,0.5332405634418242,1,0.5,1,0.5178887139173692,0,0.7930200273675172
2017-12-09Bowling_Grn,0,1,0.5006959584589581,1,0.5568181818181818,0,0.5309420877190774,1,0.5,1,0.5160539386076264,1,0.593883865790188
2017-12-10Arizona_St,1,1,0.503276931336921,1,0.5568181818181818,0,0.5202859873852426,0,0.5050637043013273,1,0.5185536010900254,0,0.5791371232735887
2017-12-11Alab_A&M,0,0,0.5147437197544641,0,0.5113636363636364,0,0.5224095429288166,1,0.5,1,0.5161233345063024,1,0.6129739303600951
2017-12-11Bryant,1,1,0.5148395076719402,1,0.5113636363636364,0,0.532942483671532,1,0.5,1,0.5138681882999933,0,0.642354685189306
2017-12-12Albany,0,0,0.5079095515213302,1,0.5,0,0.5126401580569943,1,0.5,1,0.5064787203867971,1,0.8709704615781445
2017-12-12Boston_Col,0,0,0.5069482889053227,1,0.5454545454545454,1,0.5002778110040146,0,0.50816251888489,1,0.5203266102394596,0,0.6294409750747376
2017-12-13AR_Lit_Rock,1,0,0.5243856745820458,1,0.5227272727272727,0,0.5430109306253362,1,0.5,0,0.5043948804935692,1,0.7862214337837501
2017-12-13Arkansas_St,0,0,0.5022270080552032,1,0.5454545454545454,0,0.5117401427362246,1,0.5,0,0.5082663713575576,1,0.7041940348257139
2017-12-13Belmont,1,0,0.529303280569415,0,0.5113636363636364,1,0.5230385162770604,1,0.5,1,0.5089810152067118,0,0.5769478346079006
2017-12-13Bradley,1,0,0.5032778229221548,0,0.5113636363636364,0,0.5220054782295167,1,0.5,1,0.5065513538830528,0,0.5838440048895245
2017-12-14Baylor,1,0,0.5375472711472524,1,0.5909090909090909,0,0.5232314477799191,1,0.5,0,0.5082042447179329,1,0.6408547500955588
2017-12-16App_State,0,0,0.5114109259981235,1,0.5795454545454546,0,0.5229968356667329,1,0.5,1,0.5201900666029793,0,0.6298234090680747
2017-12-16Arizona,1,0,0.5100242846498466,1,0.6136363636363636,1,0.511102571549455,1,0.5,1,0.521342129089129,1,0.7085034319494637
2017-12-16Arkansas,0,0,0.5297526621706705,0,0.5227272727272727,1,0.5144855740636023,0,0.505304703709118,1,0.5061937202278526,0,0.6503700424919994
2017-12-16Arkansas_St,0,1,0.50014798617647,1,0.625,0,0.519563676860884,0,0.5065910591988233,0,0.5076570212791742,1,0.8257003336187603
2017-12-16Auburn,0,0,0.5227501441003615,1,0.5227272727272727,0,0.5145350748389161,0,0.5051645554104703,1,0.5133211057797735,0,0.6852827506350649
2017-12-16Austin_Peay,1,0,0.5052032180051322,1,0.6136363636363636,0,0.5236455174603358,1,0.5,1,0.5014027733190427,1,0.5859474501946832
2017-12-16Belmont,0,0,0.5434288003845499,1,0.6022727272727273,1,0.5318290844718847,0,0.5067115126967866,0,0.5296058782163817,0,0.6561045293315443
2017-12-17Arizona_St,0,0,0.5271470837262776,1,0.5909090909090909,1,0.5083517391779117,1,0.5,1,0.5460192330872818,0,0.7069029039854972
2017-12-18Boise_State,1,0,0.5051262538224883,0,0.5113636363636364,0,0.508796839524621,0,0.5057611418206317,0,0.5167163439675517,1,0.6666773246595318
2017-12-19Alabama,1,0,0.5412229619120454,1,0.5340909090909091,0,0.501185154655891,1,0.5,0,0.5117942890125804,0,0.5900710368963868
2017-12-19Arkansas,1,0,0.5298064260148996,0,0.5227272727272727,1,0.5200269165053956,0,0.508109170539299,0,0.5249120528448032,0,0.568512441525934
2017-12-19Arkansas_St,1,1,0.5040370652246039,1,0.7272727272727273,0,0.5430969175535914,1,0.5,1,0.5114095726786102,0,0.6703444566321639
2017-12-19Auburn,1,0,0.5036032161128438,1,0.5340909090909091,0,0.5110155362319517,0,0.5061589315488417,1,0.5185862600413779,1,0.6308838289620922
2017-12-19Austin_Peay,0,0,0.5229239312309956,1,0.5568181818181818,0,0.5092797252783252,0,0.5064390966505921,1,0.5265033926518334,0,0.6683578170047424
2017-12-19Belmont,0,1,0.5084220072490104,1,0.5568181818181818,1,0.5086065352277266,0,0.5051102764191002,1,0.503166294951194,1,0.5607407891475036
2017-12-19Buffalo,1,0,0.5142345685941211,1,0.625,0,0.5266056159882744,1,0.5,1,0.5203126905006855,1,0.5582435541080653
2017-12-20AR_Lit_Rock,0,0,0.5195699084380474,1,0.5340909090909091,0,0.5425220287661907,1,0.5,1,0.5053088989931389,1,0.6219554549552408
2017-12-20Albany,0,1,0.5135702062348052,1,0.5340909090909091,0,0.5445638601520388,1,0.5,0,0.5018024662177096,1,0.708555380416237
2017-12-20Bradley,0,0,0.5157588209585338,1,0.5795454545454546,0,0.5007623271959807,0,0.505399046411588,0,0.5021261758926785,1,0.903728825235804
2017-12-21Alab_A&M,1,0,0.5277166359557214,1,0.625,0,0.5382998948918163,1,0.5,1,0.5242681580373486,1,0.5660132526947335
2017-12-21Alabama_St,0,0,0.5347794820543927,1,0.5,0,0.5351975551456991,1,0.5,1,0.5340508364300252,1,0.7099639303028776
2017-12-21American,0,0,0.503497358353808,1,0.5795454545454546,0,0.5206807058267992,1,0.5,1,0.5118569403360883,1,0.7057113591680213
2017-12-21Arizona,0,0,0.5294158069084571,0,0.5340909090909091,1,0.5076451310853837,0,0.5078779322348976,0,0.5084505988314548,0,0.5000223048177854
2017-12-21Bowling_Grn,0,1,0.5065100545790063,1,0.5795454545454546,0,0.5239893449702495,1,0.5,1,0.5216170407534003,1,0.5466703540606779
2017-12-21Buffalo,1,0,0.5130033522430381,1,0.6704545454545454,0,0.5462275666130776,1,0.5,1,0.5115129959097606,0,0.5699063473875234
2017-12-22Akron,0,1,0.5012004298604984,1,0.5795454545454546,0,0.51273091360507,1,0.5,1,0.5336012601450315,1,0.5407505920432047
