idx,winner,raw_linsvc_prediction,raw_linsvc_confidence,raw_lightgbc_prediction,raw_lightgbc_confidence,raw_knn_prediction,raw_knn_confidence,raw_log_prediction,raw_log_confidence,+pts_log_prediction,+pts_log_confidence
2017-11-24Auburn,1,0,0.6578794915448853,0,0.5134385606495891,0,0.6445783132530121,0,0.9353182794156423,0,0.9931691042904126
2017-11-25Akron,0,1,0.5636003056372387,0,0.5125566179870227,1,0.6325301204819277,0,0.9040669178382931,1,0.9942647254190449
2017-11-25Alab_A&M,0,1,0.77318209953672,1,0.6518684392846856,1,0.5963855421686747,0,0.7830911960968565,1,0.9997719551874844
2017-11-25Alabama,0,1,0.756704611720136,1,0.627414346915013,1,0.7469879518072289,0,0.8987704737810451,0,0.5547265533676342
2017-11-25App_State,1,0,0.5202148043766925,0,0.5120130159647452,1,0.5120481927710844,1,0.7402756686978252,0,0.9965138365569981
2017-11-25Ark_Pine_Bl,0,0,0.5859560263999933,1,0.5262085393554552,0,0.6325301204819277,0,0.9498587062663234,1,0.9923281796931381
2017-11-25Ball_State,1,0,0.5834190046172251,0,0.6159001316247543,1,0.5903614457831325,1,0.5508412342187222,0,0.9989624035292646
2017-11-25Boise_State,1,0,0.5617608284758093,1,0.6950194713433484,0,0.608433734939759,1,0.7812470538806492,1,0.9858996390523251
2017-11-25Boston_Col,0,0,0.7280151902328322,1,0.521547810012477,0,0.6807228915662651,1,0.5697155333941383,1,0.9999921617472466
2017-11-25Bradley,1,1,0.5487882655078329,0,0.5213981424756515,1,0.608433734939759,0,0.7774137068822247,1,0.9997824571777235
2017-11-26Air_Force,0,1,0.5053350295987078,0,0.5546926259397016,1,0.5301204819277109,0,0.9032190664899635,1,0.9918075299798725
2017-11-26Arkansas,1,1,0.6210399255961773,1,0.8103960745607255,1,0.5060240963855421,1,0.7016968247660644,1,0.9999595830318148
2017-11-26Austin_Peay,1,1,0.6942154185685547,1,0.5325377531203,1,0.6987951807228916,0,0.7687473034673732,0,0.6270578346401301
2017-11-27Alabama_St,0,0,0.5470298177841302,1,0.59229428995124,0,0.608433734939759,0,0.9813621457526405,0,0.8864633991268103
2017-11-28Akron,1,0,0.6377653878815985,1,0.5631639335993064,0,0.5421686746987951,1,0.52669932216225,1,0.9998721534976925
2017-11-28App_State,0,1,0.591255342923002,1,0.6021109979539467,0,0.5301204819277109,0,0.6606013682434186,0,0.9873318179289446
2017-11-28Baylor,0,1,0.5811181990667633,1,0.557545895875682,1,0.5421686746987951,0,0.8882221176747643,1,0.9999645188158447
2017-11-28Boise_State,1,0,0.8230968677173545,0,0.7244753642604822,0,0.6566265060240963,1,0.6073773341416204,1,0.7110292999228776
2017-11-28Brown,0,0,0.5894421680222789,0,0.5014994612444437,0,0.5602409638554217,0,0.8396183070117036,1,0.9995498459610249
2017-11-29Air_Force,0,0,0.5845070739620116,0,0.673446142944311,1,0.5963855421686747,0,0.735019065303504,0,0.734502067004263
2017-11-29Alabama,1,0,0.5251267136347234,1,0.5677537552023928,0,0.5240963855421686,1,0.7248625964807552,1,0.9998091513283379
2017-11-29Arizona,1,1,0.6836875788648493,1,0.613558191609954,1,0.6204819277108434,0,0.5152864154440135,0,0.9306895899341003
2017-11-29Arkansas_St,0,1,0.7144841924458372,1,0.6447804751643086,1,0.7228915662650602,0,0.798920349343063,1,0.9842165792782726
2017-11-29Auburn,1,0,0.5517836398697495,0,0.5465895471855055,1,0.5120481927710844,0,0.9307024550994362,1,0.8883586353538945
2017-11-29Austin_Peay,0,0,0.5462559321777339,1,0.6269406188803311,0,0.6325301204819277,0,0.9015156062615497,1,0.9817160229783528
2017-11-29Belmont,0,1,0.6594820868459624,1,0.6133623946529537,1,0.5,0,0.6788536612050455,1,0.9866019025706457
2017-11-29Boston_Col,0,0,0.5644467434406549,1,0.613706036182221,0,0.5240963855421686,0,0.5174194517306743,1,0.9999643090381894
2017-11-29Bowling_Grn,1,1,0.5,1,0.5708604921342022,1,0.5180722891566265,0,0.5422942825115854,1,0.5282480034633537
2017-11-29Buffalo,1,1,0.640219345075076,1,0.5615463941021623,1,0.5602409638554217,0,0.8046903519089232,1,0.866658114495271
2017-12-01Boise_State,1,1,0.6460243553436915,1,0.6035058281011643,1,0.7168674698795181,0,0.9041602731450362,1,0.8619910965050354
2017-12-01Bradley,1,1,0.609710382567282,1,0.5427314183076762,1,0.5903614457831325,0,0.5157086949955882,1,0.9998029488842456
2017-12-02AR_Lit_Rock,0,0,0.5254282373560316,1,0.5040102280472227,1,0.5120481927710844,0,0.5141572952457991,1,0.999998408145705
2017-12-02Air_Force,1,0,0.5057945196712326,1,0.5341646122991948,1,0.5963855421686747,0,0.8827592769715519,1,0.999989268014168
2017-12-02Akron,0,1,0.520727221980126,0,0.6055248220173092,0,0.5542168674698795,0,0.7458087843737244,1,0.8549790227690526
2017-12-02App_State,1,1,0.5241933964633628,1,0.5855454010696551,1,0.5240963855421686,1,0.5855517530426806,1,0.8849872614742034
2017-12-02Arizona,1,1,0.7090896857950885,1,0.7188599482416274,1,0.5903614457831325,0,0.7584930863496726,1,0.9917289584970024
2017-12-02Arizona_St,1,1,0.5188174619730299,0,0.5604668258807864,0,0.5481927710843374,0,0.6887608514818572,0,0.9999502325902834
2017-12-02Arkansas,0,1,0.6749543059622752,1,0.721086401609248,1,0.6325301204819277,0,0.8784213251139994,1,0.9455489135044918
2017-12-02Ball_State,1,1,0.5319177746483102,1,0.513211361487578,1,0.5,0,0.7115120803020336,1,0.930895403867679
2017-12-02Baylor,0,1,0.62883906031991,1,0.6787315698055227,0,0.5180722891566265,1,0.6437861438974672,1,0.9998111052393082
2017-12-02Belmont,1,1,0.5647351146895212,1,0.5617508124732831,1,0.5421686746987951,1,0.6668340305074709,0,0.8950103731835498
2017-12-02Buffalo,0,0,0.7314637276482598,1,0.5215985961468035,0,0.6867469879518072,0,0.7849842374926292,1,0.7055904454976001
2017-12-03Alabama,0,1,0.5,1,0.6663173746404762,0,0.5783132530120482,1,0.6559484436212123,1,0.9668543030253199
2017-12-03Auburn,1,0,0.5936478785702752,0,0.563699852397308,0,0.6566265060240963,0,0.6471121227137417,0,0.9996393727127917
2017-12-03Boise_State,1,0,0.5754739653765417,0,0.5691029896502505,0,0.5662650602409639,1,0.7761263541977192,1,0.9952047040931663
2017-12-03Bradley,0,1,0.5915000808420429,1,0.7236828647064448,1,0.5301204819277109,1,0.5198187010960885,1,0.9520115786941191
2017-12-04App_State,0,1,0.5077569709683266,1,0.5923855553071367,1,0.536144578313253,1,0.6361128714930913,1,0.9974830199522339
2017-12-05Arizona,1,0,0.6509387400291687,1,0.5867920918315902,0,0.5240963855421686,0,0.5328194293986597,1,0.9973329686239821
2017-12-05Arkansas,1,1,0.5720779356346622,0,0.5045886753210319,1,0.5120481927710844,0,0.5502244438149446,0,0.9880244257720316
2017-12-05Arkansas_St,0,0,0.648882898185184,1,0.5911193721171288,0,0.5240963855421686,1,0.5610449393558408,1,0.9946104037743229
2017-12-05Ball_State,1,0,0.5843627089996465,0,0.6162304170930009,0,0.5662650602409639,0,0.6307064162653881,1,0.9911179324722756
2017-12-05Bowling_Grn,0,0,0.575303360754477,1,0.5036281842517488,0,0.536144578313253,1,0.6041217550100934,1,0.9424668721359636
2017-12-06Akron,1,0,0.6812716771831223,0,0.5910085960557881,0,0.5421686746987951,0,0.6756288793299128,0,0.5616932473047548
2017-12-06Alabama,1,0,0.6158089577242472,1,0.5458892243378387,0,0.5783132530120482,0,0.5895791102686427,1,0.7196415899297147
2017-12-06Austin_Peay,0,0,0.5690647951719939,1,0.5918455210960725,0,0.5783132530120482,0,0.9008223595913507,0,0.9905768498007356
2017-12-06Brown,0,0,0.7253202317768613,0,0.5181215179586147,0,0.6506024096385542,0,0.8724642921050503,1,0.9999987684385714
2017-12-06Buffalo,1,1,0.6314641168476534,1,0.6825681024096588,0,0.5542168674698795,1,0.6080762390067391,1,0.9999503195186249
2017-12-08Air_Force,0,1,0.5424579359598635,1,0.543710576579535,1,0.6626506024096386,1,0.5013531834925095,1,0.9999457332410083
2017-12-08Arizona_St,1,1,0.648975787592132,1,0.5801989338565654,1,0.5903614457831325,0,0.8651466023751401,0,0.9990603064446142
2017-12-09Akron,1,0,0.6382804516014263,0,0.5074304065228408,1,0.5120481927710844,0,0.8271731968538009,0,0.5980788838756458
2017-12-09Alabama,0,1,0.6777917749536904,1,0.5760392493228801,1,0.6445783132530121,0,0.8962997198043197,1,0.8143914103614888
2017-12-09App_State,0,0,0.5686758840578827,0,0.5376873558825024,0,0.5120481927710844,0,0.6479600174747501,1,0.8872066701696779
2017-12-09Arizona,1,0,0.6278037156021401,1,0.5137282453857239,1,0.5662650602409639,0,0.9414333095522046,0,0.8739918475889256
2017-12-09Ark_Pine_Bl,0,0,0.6197073795333767,1,0.6642607956320483,0,0.6927710843373494,0,0.9041368305044932,1,0.9998670835182629
2017-12-09Arkansas,1,1,0.5,0,0.5343781603851443,0,0.5662650602409639,1,0.7403489299596095,0,0.9989827888215997
2017-12-09Auburn,1,0,0.6320944225480758,1,0.5773252559885047,0,0.6626506024096386,0,0.8868017757497649,1,0.7770462009253976
2017-12-09Ball_State,1,1,0.6457421608861461,1,0.731369448028766,1,0.6626506024096386,0,0.9016494017039408,0,0.7232612649322578
2017-12-09Boise_State,1,0,0.5497627822779841,1,0.5503821627196497,0,0.6024096385542169,1,0.993310921581397,1,0.9998784414653402
2017-12-09Boston_Col,1,1,0.6069964841764645,1,0.5139336619513677,0,0.5060240963855421,0,0.9278439968126633,0,0.5686897758932211
2017-12-09Bowling_Grn,0,1,0.6256639717179667,1,0.5281481551621758,1,0.6144578313253012,0,0.8959427197277209,1,0.944904367732082
2017-12-10Arizona_St,1,0,0.5084169239492232,0,0.515162593149127,1,0.5301204819277109,0,0.9511568853755085,0,0.9764749816004366
2017-12-11Alab_A&M,0,1,0.8297986235259315,1,0.6639977416073166,1,0.5903614457831325,0,0.9131480166727511,1,0.9870291531902301
2017-12-11Bryant,0,1,0.6001182388521614,1,0.621533133712706,0,0.6204819277108434,1,0.6154862229731809,1,0.9352611801056365
2017-12-12Albany,0,1,0.5791290022717583,1,0.6585902832725817,1,0.5,1,0.6437573394598752,1,0.9999764537566548
2017-12-12Boston_Col,1,0,0.5611661054992376,0,0.5639599005079701,0,0.5240963855421686,1,0.641722993254217,1,0.9937629315703436
2017-12-13AR_Lit_Rock,0,1,0.609517349856652,1,0.7020670664926201,1,0.6024096385542169,0,0.5680249749100572,1,0.9999723428781334
2017-12-13Arkansas_St,0,1,0.5240649645319141,1,0.6473404012360343,1,0.5783132530120482,0,0.8517035687455826,1,0.9999643129590445
2017-12-13Belmont,1,0,0.5840133777594262,0,0.5700615557263576,0,0.6445783132530121,1,0.787230123398029,1,0.9898935724866149
2017-12-13Bradley,1,1,0.5633435193768853,0,0.5507423414141985,1,0.5602409638554217,1,0.928797009486603,1,0.9995739420366682
2017-12-14Baylor,1,1,0.5681002478507761,1,0.5714197321557837,1,0.5120481927710844,1,0.7516018335919724,1,0.9999737666511055
2017-12-16App_State,0,0,0.7128519582236423,0,0.5987356809612177,0,0.6746987951807228,0,0.8443837853199812,1,0.5515950534155412
2017-12-16Arizona,1,1,0.5148175785845346,0,0.5387070551900014,1,0.5843373493975904,1,0.7183484092073388,1,0.8834109257265331
2017-12-16Arkansas,1,0,0.5265213392862477,0,0.520887707454116,0,0.5963855421686747,0,0.541175185208316,0,0.5139864426924237
2017-12-16Arkansas_St,1,1,0.7465196058827931,1,0.761479590077288,1,0.7108433734939759,0,0.5472333660192255,1,0.9999977434794634
2017-12-16Auburn,1,0,0.586661618829609,0,0.5544680209784757,0,0.6024096385542169,0,0.7957476434699884,0,0.9575931825397402
2017-12-16Austin_Peay,0,0,0.69163452513364,1,0.5202134418622621,0,0.6867469879518072,0,0.7972043487465779,1,0.9989421243369796
2017-12-16Belmont,1,1,0.5146739334508396,1,0.5915149098410606,0,0.5542168674698795,1,0.8381069402121126,1,0.9966950125799214
2017-12-17Arizona_St,1,1,0.5489072137912628,1,0.5255675077710489,0,0.5240963855421686,0,0.6018014164657036,0,0.5739155619222639
2017-12-18Arizona,1,0,0.7136954703361393,0,0.5995454800561972,0,0.6385542168674698,1,0.7790784393364808,1,0.9993240098044159
2017-12-18Boise_State,0,1,0.7505617840908039,1,0.636287161976179,1,0.7469879518072289,0,0.9519491266226647,1,0.996381712493061
2017-12-19Alabama,1,0,0.6479987450242448,1,0.537642561953649,0,0.6445783132530121,1,0.7852414779635554,1,0.9998568207172178
2017-12-19Arizona_St,1,0,0.565700237623677,0,0.6120587297685391,1,0.5481927710843374,0,0.9525836527844882,0,0.8335363092040565
2017-12-19Arkansas,1,1,0.5514221187931909,0,0.5087685276410192,0,0.5120481927710844,1,0.6839505365581144,1,0.849314802004641
2017-12-19Arkansas_St,0,1,0.662185517927512,1,0.5770947495622346,1,0.5421686746987951,0,0.9582069816413672,0,0.9120498181459616
2017-12-19Auburn,1,1,0.5723758827044368,1,0.5496670202573487,1,0.5,0,0.7917962750707052,1,0.9829219296837729
2017-12-19Austin_Peay,1,1,0.6040184434291923,0,0.6009728544912307,1,0.572289156626506,0,0.8325181236139323,1,0.9337816345681715
2017-12-19Belmont,1,1,0.5564222927644367,1,0.5454203551747882,1,0.5602409638554217,0,0.6808390126838566,1,0.9984612408018174
2017-12-19Buffalo,0,1,0.7891849452300929,1,0.6180328460652006,1,0.5843373493975904,0,0.8147013346792202,0,0.8965869712347135
2017-12-20AR_Lit_Rock,0,1,0.5408218319364693,1,0.6389209027263684,1,0.5301204819277109,0,0.5074614465768263,1,0.9992068429693551
2017-12-20Albany,0,1,0.5897848421095832,1,0.6133675405092798,0,0.5301204819277109,1,0.7106463706096098,1,0.9986749434462594
2017-12-20Bradley,1,0,0.5335835244327789,1,0.6389579027899862,1,0.5180722891566265,1,0.5287770809452138,1,0.9999996537346809
2017-12-21Alab_A&M,0,1,0.5251204022026716,0,0.5433534566104226,0,0.5843373493975904,0,0.970088233885034,1,0.986199046780862
2017-12-21Alabama_St,0,0,0.6397052342055727,0,0.5577080928619671,0,0.6506024096385542,0,0.5971082114858148,1,0.9498689216038589
2017-12-21American,0,0,0.5928196146997121,0,0.6442079176801023,0,0.5602409638554217,0,0.9731269134861765,1,0.998856487461801
2017-12-21Arizona,1,0,0.5737046845716276,0,0.5444753260108965,0,0.5120481927710844,0,0.5004756534869186,1,0.7913160797287293
2017-12-21Bowling_Grn,1,1,0.5881368380846437,1,0.615923851140678,1,0.572289156626506,0,0.7406748929316707,1,0.9151741841999497
2017-12-21Buffalo,0,1,0.7810089682400646,1,0.5209838303949735,1,0.6265060240963856,0,0.8708780559504258,0,0.9974755900610115
2017-12-22Akron,0,1,0.6196956935446573,0,0.5763959786913115,1,0.5662650602409639,0,0.9739907489759695,1,0.5881859135912874
2017-12-22Alabama,0,0,0.5802219950312019,0,0.5280640582117584,0,0.5662650602409639,1,0.6740942217544503,0,0.9872113464765611
2017-12-22Alabama_St,0,0,0.7307186370903013,0,0.5816409230338917,0,0.6626506024096386,0,0.6952622434278276,1,0.999193138977572
2017-12-22Arizona_St,1,1,0.6315942393616737,1,0.6415757977779287,1,0.6024096385542169,0,0.5521357011740146,0,0.9850198695184668
2017-12-22Austin_Peay,0,1,0.514780703426057,0,0.6058566818303104,1,0.6325301204819277,0,0.8986231970584937,1,0.7810662880781052
2017-12-22Beth-Cook,0,0,0.6084779150319958,0,0.5106132431529875,1,0.5421686746987951,1,0.5857792522461402,1,0.9999962866787465
2017-12-22Bradley,0,1,0.5208190953820223,1,0.6398099114287923,1,0.5120481927710844,0,0.7104278528505397,1,0.9979778672897737
2017-12-22Brown,1,0,0.6876467087637297,0,0.686734545642986,0,0.6325301204819277,0,0.6971046999866459,1,0.9997699633545387
2017-12-22Bryant,0,0,0.5915402873488579,1,0.7209071735196033,0,0.5963855421686747,0,0.8098241105066132,1,0.9999999983720895
